#DeCS_code	Term_Spanish	Synonyms
56119	microbiota intestinal	Bacterias Entéricas|Comunidad Microbiana Gastrointestinal|Comunidades Microbianas Gastrointestinales|Flora Gastrointestinal|Flora Intestinal|Flora de Estómago|Flora de Intestino|Flora de los Intestinos|Flora del Estómago|Flora del Intestino|Microbioma Gastrointestinal|Microbioma Gástrico|Microbioma Intestinal|Microbioma de los Intestinos|Microbioma del Estómago|Microbioma del Intestino|Microbiomas Gástricos|Microbiota Gastrointestinal|Microbiota Gástrica|Microbiota Intestinal|Microbiota de los Intestinos|Microbiota del Estómago|Microbiota del Intestino|Microflora Gastrointestinal|Microflora Intestinal|Microflora del Estómago|bacterias entéricas|comunidad microbiana gastrointestinal|comunidades microbianas gastrointestinales|flora del estómago|flora gastrointestinal|flora gástrica|flora intestinal|microbioma gastrointestinal|microbioma gástrico|microbioma intestinal|microbiomas gástricos|microbiota gastrointestinal
56120	dieta, alimentación y nutrición	Alimentación, Dieta y Nutrición|Alimentos, Alimentación y Nutrición|Alimentos, Dieta y Nutrición|Alimentos, Régimen Alimenticio y Nutrición|Dieta, Alimentación y Nutrición|Dieta, Alimentos y Nutrición|Nutrición, Alimentación y Dieta|Nutrición, Alimentos y Dieta|Nutrición, Dieta y Alimentación|Nutrición, Dieta y Alimentos|Régimen Alimenticio, Alimentos y Nutrición
56121	zumos de frutas y verduras	Bebida Vegetal|Bebida de Fruta|Bebida de Frutas|Bebida de Hortaliza|Bebida de Legumbre|Bebida de Planta|Bebidas Vegetales|Bebidas de Frutas|Bebidas de Hortalizas|Bebidas de Legumbres|Bebidas de Plantas|Bebidas de Vegetales|Bebidas de Verduras|Jugo Vegetal|Jugo de Fruta|Jugo de Fruta y Hortaliza|Jugo de Fruta y Legumbre|Jugo de Fruta y Vegetal|Jugo de Fruta y Verdura|Jugo de Frutas|Jugo de Frutas y Hortalizas|Jugo de Frutas y Legumbres|Jugo de Frutas y Vegetales|Jugo de Frutas y Verduras|Jugo de Hortaliza|Jugo de Hortalizas|Jugo de Legumbre|Jugo de Legumbres|Jugo de Planta|Jugo de Vegetal|Jugo de Vegetales|Jugo de Verdura|Jugo de Verduras|Jugos de Frutas|Jugos de Frutas y Hortalizas|Jugos de Frutas y Legumbres|Jugos de Frutas y Vegetales|Jugos de Frutas y Verduras|Jugos de Hortalizas|Jugos de Legumbres|Jugos de Vegetales|Jugos de Verduras|Zumo Vegetal|Zumo de Fruta|Zumo de Frutas|Zumo de Hortaliza|Zumo de Legumbre|Zumo de Planta|Zumo de Vegetal|Zumos de Frutas|Zumos de Frutas y Hortalizas|Zumos de Frutas y Vegetales|Zumos de Frutas y Verduras|Zumos de Hortalizas|Zumos de Legumbres|Zumos de Plantas|Zumos de Vegetales|Zumos de Verduras|batido de frutas|batido de legumbres|batido de plantas|batidos de frutas|jugo de fruta|jugo de frutas|jugo de legumbre|jugo de legumbres|jugo de plantas|jugo de vegetales|jugos de frutas|jugos de plantas|jugos de vegetales|zumo vegetal|zumos de legumbres|zumos de plantas|zumos vegetales
56122	suero de leche	Lactosuero|Suero Lácteo|Suero de Leche|Suero de la Leche|Whey|suero de la leche
56123	tés medicinales	Té Medicinal|Tés Medicinales|té medicinal
56124	cereales integrales	Cariopse Entera|Cariopse Integral|Cariopses Enteras|Cariopses Integrales|Cariópside Integral|Cariópsides Enteras|Cariópsides Integrales|Cereal Integral|Cereales Integrales|Granos Enteros|Granos Integrales|granos enteros
56125	carne roja	Carne Roja
56126	productos vegetales	Producto Hortícula|Producto de Hortaliza|Producto de Verdura|Productos Vegetales|Productos de Verduras|Productos del Reino Vegetal
56127	carga glucémica	Carga Glucémica
56128	cronofarmacocinética	Cronofarmacocinética
56129	fenómenos farmacológicos	Concepto Farmacológico|Conceptos Farmacológicos|Fenómeno Farmacológico|Fenómenos Farmacológicos|Proceso Farmacológico|Procesos Farmacológicos|concepto farmacológico|conceptos farmacológicos|fenómeno farmacológico|proceso farmacológico|procesos de farmacología|procesos farmacológicos
56130	fenómenos toxicológicos	Fenómeno Toxicológico|Fenómenos Toxicológicos|fenómeno toxicológico
56131	envejecimiento cognitivo	Envejecimiento Cognitivo
56132	inmunosenescencia	Inmunosenescencia
56133	mantenimiento del peso corporal	Mantenimiento del Peso Corporal
56134	enquistamiento del parásito	Enquistamiento de Parásito
56135	acoplamiento neurovascular	Acoplamiento Neurovascular
56136	neuroprotección	Neuroprotección
56137	seroconversión	Seroconversión
56138	mimetismo biológico	Biomimetismo|Mimetismo Biológico|biomimetismo
56140	refugio biológico	Refugio
56142	origen de la vida	Origen de la Vida|biogénesis
56143	aprendizaje automático	Aprendizaje Automático
56144	aprendizaje automático supervisado	Aprendizaje Automático Supervisado
56145	aprendizaje automático no supervisado	Aprendizaje Automático no Supervisado
56146	neuropatología	Neuropatología
56147	ciencias bioconductuales	Ciencia Biocomportamental|Ciencia Bioconductual|Ciencia de Biocomportamiento|Ciencias Biocomportamentales|Ciencias Bioconductuales|Ciencias de Biocomportamiento|Modelo Transteórico del Cambio de Conducta|Modelo Transteórico del Cambio del Comportamiento|modelo transteórico del cambio del comportamiento
56148	Investigación en rehabilitación	Investigación de Rehabilitación|Investigación en Rehabilitación
56149	anonimización de datos	Anonimización de Datos|Anonimización de Información|Anonimización de la Información|Anonimización de los Datos|desidentificación
56150	doble uso de las investigaciones	Investigación de Doble Uso
56151	Rehabilitación psiquiátrica	Rehabilitación Psiquiátrica
56152	enfermería médico-quirúrgica	Enfermería Médico-Quirúrgica
56153	seres legendarios	Criaturas Legendarias
56154	difamación	Calumnia|Difamación|Injuria|Libelo|Vilipendio|calumnia|injuria|libelo|vilipendio
56155	violencia contra la pareja	Violencia de Pareja
56156	maltrato físico	Abuso Físico
56159	servicios de protección a la infancia	Servicios de Protección Infantil|Servicios de Protección a los Niños|Servicios de Protección al Niño
56160	Unión Africana	-
56161	censura de la investigación científica	Censura de la Investigación
56162	información personal identificable	Información Personal
56164	servicios jurídicos	Servicios Legales
56165	exposición a la violencia	Exposición a la Violencia
56166	guerra y conflictos armados	Guerra y Conflictos Armados
56168	exposición a la guerra	Exposición a la Guerra
56169	formación mediante simulación	Entrenamiento Simulado|aprendizaje interactivo|simulador interactivo|simuladores interactivos
56170	Juegos recreativos	Juegos Recreacionales
56171	vuelta al deporte	Reanudación de Actividades Deportivas|Reanudación de la Actividad Deportiva|Retorno a las Actividades Recreativas|Volver al Deporte|Vuelta a las Actividades Recreativas|reanudación de la actividad deportiva|vuelta a las actividades recreativas
56172	deportes juveniles	Deportes Juveniles
56173	rendimiento laboral	Rendimiento Laboral
56174	producción de cultivos	Producción de Cultivos
56175	fitomejoramiento	Fitomejoramiento
56176	protección de cultivos	Protección de Cultivos
56177	publicidad directa al consumidor	Publicidad Directa al Consumidor|Publicidad Dirigida al Consumidor|publicidad dirigida al consumidor
56178	industria del carbón	Industria del Carbón
56179	industria del petróleo y gas	Derivados del Petróleo|Industria Petrolera|Industria Petrolífera|Industria Petroquímica|Industria del Petróleo|Industria del Petróleo y Gas|Industria del Petróleo y el Gas|Refinerías de Petróleo|derivados del petróleo|industria del petróleo|industria petrolera|industria petrolífera|industria petroquímica|refinerías de petróleo
56180	fracturación hidráulica	Fracking Hidráulico
56181	tecnología culturalmente adecuada	Tecnologia alternativa|Tecnología Apropiada|Tecnología Blanda|Tecnología Básica|Tecnología Culturalmente Apropiada|Tecnología Intermedia|Tecnología Social|Tecnología Suave|Tecnología de Coste Intermedio|Tecnología de Costo Intermedio|Tecnologías Blandas|Tecnologías Suaves|tecnología alternativa|tecnología apropiada|tecnología blanda|tecnología básica|tecnología de coste intermedio|tecnología de costo intermedio|tecnología intermedia|tecnología social|tecnología suave|tecnologías blandas|tecnologías culturalmente apropiadas|tecnologías intermedias|tecnologías suaves
56182	literatura sobre psiquiatría	Literatura en Psiquiatría
56183	profesionalidad	Profesionalismo
56184	posesión espiritual	Posesión Espiritual
56185	romanticismo	Romanticismo
56186	brecha digital	Brecha Digital
56187	anuncios de interés público como asunto	Avisos de Utilidad Pública como Asunto
56188	teléfono inteligente	Smartfone|Smartfones|Smartphone|Smartphones|Teléfono Celular Inteligente|Teléfono Inteligente|Teléfono Móvil Inteligente|Teléfonos Celulares Inteligentes|Teléfonos Inteligentes|Teléfonos Móviles Inteligentes|smartphone|smartphones|teléfono celular inteligente|teléfono móvil inteligente|teléfonos celulares inteligentes|teléfonos inteligentes|teléfonos móviles inteligentes
56189	heurística informática	Heurística Computacional
56190	computación en la nube	Computación en la Nube|Informática en la Nube|Nube Computacional|Nube de Conceptos|Nube de Cómputo|Nube del Conocimiento|Servicios en la Nube
56191	biblioteca especializada	Bibliotecas Especiales
56192	publicaciones de acceso abierto	Publicación de Acceso Abierto
56193	inmigrantes indocumentados	Inmigrantes Indocumentados
56194	granjeros	Agricultor|Agricultores|Granjero|Granjeros|agricultor|agricultores|granjero|trabajador agrícola|trabajadores agrícolas
56195	Cirujanos orales y maxilofaciales	Cirujanos Oromaxilofaciales
56196	ortodoncistas	Ortodoncista|Ortodoncistas
56197	neurocirujanos	Neurocirujanos
56198	mineros	Mineros
56199	trabajadores sociales	Trabajadores Sociales|asistente social|trabajador social
56200	peatones	Peatones
56201	adultos supervivientes de acontecimientos adversos en la infancia	Adultos Sobrevivientes de Eventos Adversos Infantiles|Adultos Sobrevivientes de Eventos Adversos en la Infancia
56202	vegetarianos	Vegetarianos
56203	veganos	Veganos
56204	trabajadores pobres	Trabajadores Pobres
56207	salud del lactante	Salud del Lactante
56208	salud materna	Salud Materna
56209	banco de semillas	Banco de Semillas
56210	diseño de instalaciones basado en la evidencia	Diseño de Instalaciones Basado en Evidencias
56211	centros de día para mayores	Centros de Atención Diurna para Mayores|Centros de Atención Diurna para Personas Mayores|Centros de Día de Cuidados del Adulto|Centros de Día para Adultos Mayores|Centros de Día para Ancianos|Centros de Día para Mayores|Centros de Día para Personas Mayores
56213	sobreutilización de los servicios de salud	Sobrediagnóstico|Sobrediagnósticos|Sobremedicalización|Sobretratamiento|Sobretratamientos|Sobreutilización de los Servicios Sanitarios|Sobreutilización de los Servicios de Salud|Uso Excesivo de la Medicina|Uso Excesivo de los Servicios de Salud|sobreutilización de los servicios sanitarios
56214	banca personal	Banca Comercial|Banca Financiera|Cuenta Bancaria|Cuenta Bancaria Comercial|Cuenta Bancaria Personal|Cuenta Corriente|Cuenta de Ahorro|Cuenta de Ahorros|Servicios Bancarios Personales
56215	estados financieros	Estados Financieros
56216	programa de seguro médico infantil	Programa de Seguro de Salud Infantil
56217	asistencia médica preferente	Consejería Médica
56218	solicitudes de reembolso por asistencia sanitaria	Reclamos Administrativos en el Cuidado de la Salud
56219	gestión de recursos de equipo en la atención a la salud	Gestión de Recursos de Personal en Salud
56221	análisis de diagnóstico inmediato	Diagnóstico de Cabecera|Pruebas en el Punto de Atención|análisis de cabecera|diagnóstico de cabecera
56222	desenlace en cuidados intensivos	Desenlace de Cuidados Críticos|Desenlace de Cuidados Intensivos|Desenlace en Cuidados Críticos|Desenlace en Cuidados Intensivos|Resultados de Cuidados Críticos|Resultados de Cuidados Intensivos
56223	Lista de medicamentos potencialmente inadecuados	Lista de Medicamentos Potencialmente Inapropiados
56224	pausa de seguridad en la atención a la salud	Pausa de Seguridad en la Atención a la Salud|Tiempo Extraordinario en el Cuidado de la Salud
56225	parques recreativos	Parques Comunitarios|Parques Nacionales|Parques Recreacionales|Parques Recreativos|Parques Urbanos|parques comunitarios|parques nacionales|parques urbanos
56230	Sudán del Sur	-
56231	Pekín	Beijing
56232	virus del Zika	Virus Zika|Virus de Zika|Virus de la Fiebre Zika|Virus del Zika|ZIKV|ZikV|Zika virus|Zikavirus|virus de Zika|virus de la fiebre Zika
56233	infección por el virus del Zika	Enfermedad del Virus Zika|Enfermedad por Virus Zika|Enfermedad por ZIKV|Enfermedad por Zika|Enfermedad por Zika virus|Enfermedad por el Virus Zika|Enfermedad por el Virus de Zika|Enfermedad por el Virus del Zika|Enfermedad por el Zikavirus|Fiebre Zika|Fiebre por Virus Zika|Fiebre por el Virus Zika|Infección del Virus Zika|Infección por Virus Zika|Infección por Vzika|Infección por ZIKV|Infección por Zika virus|Infección por Zikavirus|Infección por el Virus Zika|Infección por el Virus de Zika|Infección por el Virus del Zika|enfermedad por ZIKV|enfermedad por Zika|enfermedad por el Zika virus|enfermedad por el Zikavirus|enfermedad por el virus Zika|enfermedad por el virus de Zika|enfermedad por el virus del Zika|enfermedad por virus Zika|fiebre del Zika|fiebre por el virus Zika|fiebre por virus Zika|fiebre zika|infección por ZIKV|infección por Zika virus|infección por Zikavirus|infección por el virus Zika|infección por virus Zika
56234	escala de viento	Clasificación de los Vientos|Escala de Intensidad del Viento|Escala de Viento|Escala de la Fuerza del Viento|Escala de la Intensidad del Viento|clasificación de los vientos|escala de fuerza del viento|escala de intensidad del viento|escala de la intensidad del viento
56235	política informada por la evidencia	Política Basada en Evidencias|Política Basada en la Evidencia|Política Informada por Evidencias|Política Informada por la Evidencia|Políticas Basadas en Evidencias|Políticas Informadas por Evidencias|Políticas Informadas por la Evidencia|política basada en evidencias|política basada en la evidencia|política informada por evidencias|políticas basadas en evidencias|políticas informadas por evidencias|políticas informadas por la evidencia
56237	Comunidad de Países de Lengua Portuguesa	Comunidad de Países de Lengua Portuguesa (CPLP)|Comunidad de los Países de Lengua Portuguesa|Comunidad de los Países de Lengua Portuguesa (CPLP)
56238	Cooperación Sur-Sur	Cooperación Tecnica entre Países en Desarrollo|Cooperación Tecnica entre Países en Desarrollo (CTPD)
56239	diplomacia en la salud	Diplomacia Sanitaria|Diplomacia de la Salud|Diplomacia en la Salud|diplomacia de la salud|diplomacia sanitaria
56240	gobernanza	Dirección y Gobernanza|Gobernanza|dirección y gobernanza
56241	Unión de Naciones Suramericanas	UNASUR|Unión de Naciones Sudamericanas|Unión de Naciones Sudamericanas (UNASUR)|Unión de Naciones Suramericanas (UNASUR)
56242	fuente no puntual	Fuente Difusa de Contaminación|Fuente de Contaminación Difusa|Fuente de Contaminación no Puntual|Fuente de Polución Difusa|Fuente de Polución no Puntual|Fuente no Puntual|Fuente no Puntual de Contaminación|Fuente no Puntual de Polución|Fuentes Difusas|Fuentes Difusas de Contaminación|Fuentes Difusas de Polución|Fuentes de Contaminación Difusa|Fuentes de Polución Difusa|Fuentes de Polución no Puntual|Fuentes no Puntuales|Fuentes no Puntuales de Polución|fuente de contaminación difusa|fuente de contaminación no puntual|fuente de polución difusa|fuente de polución no puntual|fuente difusa de contaminación|fuente no puntual de contaminación|fuente no puntual de polución|fuentes de contaminación difusa|fuentes de polución difusa|fuentes de polución no puntual|fuentes difusas|fuentes difusas de contaminación|fuentes difusas de polución|fuentes no puntuales|fuentes no puntuales de polución
56243	LILACS	Literatura Latinoamericana de Información en Ciencias de la Salud|Literatura Latinoamericana en Ciencias de la Salud|Literatura Latinoamericana y del Caribe de Información en Ciencias de la Salud|Literatura Latinoamericana y del Caribe en Ciencias de la Salud|Sistema Latinoamericano y de Caribe de Información en Ciencias de la Salud
